"ITTER107","Territorio","TIPO_DATO_CN1","Tipo aggregato (milioni di euro)","PRODOTTI1","Attività non finanziarie","VAL","Valutazione","CORREZ","Correzione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",14107.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",13301,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",6410.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",7268.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",6041.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",4843.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",238,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",93.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",258.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",74,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",13619.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",13617.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",13677.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",13563.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",77707.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",81790.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",80360.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",74807.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",30698.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",32410.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",30155.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",27692.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",33909.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",36109.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",35837.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",34347.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",6514.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",7504.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",6245.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",4919.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",78773.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",78652.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",78542.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",78656.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",17270.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",16951.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",16845,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",17007.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",29951,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",30437.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",30276.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",30291.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",13614.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",13612.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",13672.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",13559.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",34466.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",36998.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",37172.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11K","totale costruzioni ","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",34816.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",18120.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",19451.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",19700.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",18290.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",6410.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",7268.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",6041.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",4843.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",151.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",141.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",153,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",140.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",79799.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",83684.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",82029.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",77170,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",30284.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",31981.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",29745.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",27364.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",168.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",157.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",170.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",156.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q1","T1-2019",13615.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q2","T2-2019",13572.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q4","T4-2019",14250.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","W","dati corretti per gli effetti di calendario","2020M3","Mar-2020","2019-Q3","T3-2019",13502,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",5906,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",6221.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",6338.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",6097.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",165.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",165.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",167.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","V","prezzi correnti","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",166.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",16189.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",17252.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",17177,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",16338.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",30297,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",31987.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",29761.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",27330.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",168.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",157.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",170.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",156.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",13618,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",13564.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",14265.5,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N117","prodotti di proprietà intellettuale","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",13492.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",18467.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",18186.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",18279.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",18329,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",16981.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",16668.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",16563.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N112","fabbricati non residenziali e altre opere","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",16723.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",29559.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",30039.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",29880.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11M","impianti e macchinari e armamenti","L_2015","valori concatenati con anno di riferimento 2015","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",29895.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",5873.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",6187.4,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",6303.8,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N1131","mezzi di trasporto","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",6063.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q1","T1-2019",162.7,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q2","T2-2019",162.9,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q4","T4-2019",163.2,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N115","risorse biologiche coltivate","Y","prezzi dell'anno precedente","Y","dati destagionalizzati","2020M3","Mar-2020","2019-Q3","T3-2019",163.1,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",79616.6,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q2","T2-2019",83727,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q4","T4-2019",82533.3,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N11","totale capitale fisso per tipo di attività","V","prezzi correnti","N","dati grezzi","2020M3","Mar-2020","2019-Q3","T3-2019",76847,,
"IT","Italia","P51G_D_W0_S1","investimenti fissi lordi","N111","abitazioni","Y","prezzi dell'anno precedente","N","dati grezzi","2020M3","Mar-2020","2019-Q1","T1-2019",18002.1,,
