"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M9G11","11-Set-2020","2020-Q2","T2-2020",4824.375,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M9G11","11-Set-2020","2020-Q1","T1-2020",4685.581,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M9G11","11-Set-2020","2019-Q1","T1-2019",6073.197,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M9G11","11-Set-2020","2019-Q2","T2-2019",6039.34,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M9G11","11-Set-2020","2019-Q4","T4-2019",6128.932,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M9G11","11-Set-2020","2019-Q3","T3-2019",6107.054,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M9G11","11-Set-2020","2020-Q2","T2-2020",6586.319,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M9G11","11-Set-2020","2020-Q1","T1-2020",6223.678,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q1","T1-2019",4789.908,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q2","T2-2019",4753.443,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q4","T4-2019",4847.345,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q3","T3-2019",4817.974,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2020-Q2","T2-2020",5245.013,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2020-Q1","T1-2020",4937.658,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q1","T1-2019",8398.564,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q2","T2-2019",8372.853,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q4","T4-2019",8422.812,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q3","T3-2019",8418.455,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2020-Q2","T2-2020",8937.498,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2020-Q1","T1-2020",8502.368,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q1","T1-2019",13188.472,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q2","T2-2019",13126.296,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q4","T4-2019",13270.157,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2019-Q3","T3-2019",13236.429,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2020-Q2","T2-2020",14182.511,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M9G11","11-Set-2020","2020-Q1","T1-2020",13440.026,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M9G11","11-Set-2020","2019-Q1","T1-2019",17485.125,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M9G11","11-Set-2020","2019-Q2","T2-2019",17473.03,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M9G11","11-Set-2020","2019-Q4","T4-2019",17564.928,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M9G11","11-Set-2020","2019-Q3","T3-2019",17521.384,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M9G11","11-Set-2020","2020-Q2","T2-2020",17844.842,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M9G11","11-Set-2020","2020-Q1","T1-2020",17650.748,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M9G11","11-Set-2020","2019-Q1","T1-2019",2488.957,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M9G11","11-Set-2020","2019-Q2","T2-2019",2482.793,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M9G11","11-Set-2020","2019-Q4","T4-2019",2491.09,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M9G11","11-Set-2020","2019-Q3","T3-2019",2488.59,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M9G11","11-Set-2020","2020-Q2","T2-2020",2771.817,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M9G11","11-Set-2020","2020-Q1","T1-2020",2530.766,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",26045.441,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",25988.294,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",26202.135,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",26125.317,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",27160.74,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",26421.11,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",26681.885,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",4333.622,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",4304.798,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",4376.501,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",4356.123,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",4535.851,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",4404.97,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",4450.345,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",1738.488,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",1730.323,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",1758.141,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",1761.453,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",2022.845,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",1812.584,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",1839.107,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",4625.457,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",4603.127,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",4656.13,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",4641.423,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",4804.864,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",4699.222,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",4779.638,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",6072.11,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",6035.121,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",6134.642,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",6117.576,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",6558.696,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",6217.554,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",6289.452,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",4788.626,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",4751.365,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",4848.853,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",4827.74,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",5229.078,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",4931.606,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",4993.685,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",8397.904,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",8368.222,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",8437.284,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",8418.616,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",8904.655,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",8520.726,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",8646.031,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",13186.53,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",13119.587,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",13286.137,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",13246.356,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",14133.733,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",13452.332,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",13639.716,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",17484.368,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",17471.834,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",17572.128,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",17520.384,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",17831.871,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",17668,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",17821.807,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M12G11","11-Dic-2020","2019-Q1","T1-2019",2488.963,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M12G11","11-Dic-2020","2019-Q2","T2-2019",2481.339,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M12G11","11-Dic-2020","2019-Q4","T4-2019",2495.365,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M12G11","11-Dic-2020","2019-Q3","T3-2019",2487.357,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M12G11","11-Dic-2020","2020-Q2","T2-2020",2770.173,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M12G11","11-Dic-2020","2020-Q1","T1-2020",2535.555,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y35-49","35-49 anni","2020M12G11","11-Dic-2020","2020-Q3","T3-2020",2570.626,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",26046.634,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",25989.951,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",26185.771,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",26125.426,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",27194.236,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",26406.395,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",26713.38,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE15","15 anni e più","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",26715.507,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",4333.68,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",4304.562,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",4373.844,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",4356.74,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",4537.759,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",4403.349,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",4460.071,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-24","15-24 anni","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",4497.191,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",1738.71,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",1729.77,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",1750.139,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",1763.915,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",2029.069,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",1811.72,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",1862.983,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y25-34","25-34 anni","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",1865.336,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",4626.342,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",4606.243,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",4653.809,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",4637.428,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",4829.835,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",4688.054,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",4760.253,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y50-64","50-64 anni","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",4735.261,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",6072.39,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",6034.332,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",6123.983,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",6120.655,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",6566.828,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",6215.069,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",6323.054,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-34","15-34 anni","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",6362.527,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",4788.978,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",4750.867,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",4846.813,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",4828.377,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",5231.401,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",4930.981,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",5001.822,,
"IT","Italia","INAC","inattivi (migliaia)","1","maschi","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",5000.301,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",8398.817,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",8370.383,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",8421.35,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",8418.63,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",8937.205,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",8505.969,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",8673.001,,
"IT","Italia","INAC","inattivi (migliaia)","2","femmine","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",8664.171,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",13187.795,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",13121.25,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",13268.163,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",13247.007,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",14168.606,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",13436.95,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",13674.823,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y15-64","15-64 anni","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",13664.472,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2021M3G12","12-Mar-2021","2019-Q1","T1-2019",17485.181,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2021M3G12","12-Mar-2021","2019-Q2","T2-2019",17474.944,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2021M3G12","12-Mar-2021","2019-Q4","T4-2019",17571.417,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2021M3G12","12-Mar-2021","2019-Q3","T3-2019",17515.847,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2021M3G12","12-Mar-2021","2020-Q2","T2-2020",17855.465,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2021M3G12","12-Mar-2021","2020-Q1","T1-2020",17657.499,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2021M3G12","12-Mar-2021","2020-Q3","T3-2020",17798.81,,
"IT","Italia","INAC","inattivi (migliaia)","9","totale","Y_GE50","50 anni e più","2021M3G12","12-Mar-2021","2020-Q4","T4-2020",17786.296,,
