"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","CORREZ","Correzione","ETA1","Classe di età","POSIZPROF","Posizione professionale","CARATT_OCC","Carattere occupazione","T_BIS","Edizione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M9G1","01-Set-2020","2020-02","Feb-2020",5256.447,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M9G1","01-Set-2020","2020-03","Mar-2020",5204.144,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M9G1","01-Set-2020","2020-04","Apr-2020",5149.445,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M9G1","01-Set-2020","2020-05","Mag-2020",5122.432,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M9G1","01-Set-2020","2020-06","Giu-2020",5147.313,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M9G1","01-Set-2020","2020-07","Lug-2020",5087.063,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M9G1","01-Set-2020","2020-01","Gen-2020",23261.839,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M9G1","01-Set-2020","2020-02","Feb-2020",23282.673,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M9G1","01-Set-2020","2020-03","Mar-2020",23139.367,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M9G1","01-Set-2020","2020-04","Apr-2020",22797.069,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M9G1","01-Set-2020","2020-05","Mag-2020",22747.872,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M9G1","01-Set-2020","2020-06","Giu-2020",22726.207,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M9G1","01-Set-2020","2020-07","Lug-2020",22811.204,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-01","Gen-2020",2840.172,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-02","Feb-2020",2852.185,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-03","Mar-2020",2608.108,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-04","Apr-2020",2360.604,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-05","Mag-2020",2386.19,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-06","Giu-2020",2673.695,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-07","Lug-2020",2675.631,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-08","Ago-2020",2713.489,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-01","Gen-2020",2952.339,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-02","Feb-2020",2925.822,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-03","Mar-2020",2780.423,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-04","Apr-2020",2640.767,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-05","Mag-2020",2582.579,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-06","Giu-2020",2595.569,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-07","Lug-2020",2606.671,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G1","01-Ott-2020","2020-08","Ago-2020",2611.39,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-01","Gen-2020",15047.005,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-02","Feb-2020",14964.593,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-03","Mar-2020",15173.093,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-04","Apr-2020",15220.516,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-05","Mag-2020",15231.255,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-06","Giu-2020",14957.045,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-07","Lug-2020",15199.312,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-08","Ago-2020",15163.775,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-01","Gen-2020",15043.625,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-02","Feb-2020",15099.034,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-03","Mar-2020",15156.065,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-04","Apr-2020",15001.998,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-05","Mag-2020",15065.815,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-06","Giu-2020",14996.329,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-07","Lug-2020",15134.1,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G1","01-Ott-2020","2020-08","Ago-2020",15145.782,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-01","Gen-2020",17887.177,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-02","Feb-2020",17816.778,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-03","Mar-2020",17781.201,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-04","Apr-2020",17581.12,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-05","Mag-2020",17617.445,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-06","Giu-2020",17630.74,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-07","Lug-2020",17874.943,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-08","Ago-2020",17877.264,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-01","Gen-2020",5222.272,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-02","Feb-2020",5322.075,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-03","Mar-2020",5169.834,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-04","Apr-2020",5073.098,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-05","Mag-2020",5306.068,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-06","Giu-2020",5124.514,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-07","Lug-2020",5048.134,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-08","Ago-2020",5312.328,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-01","Gen-2020",23109.449,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-02","Feb-2020",23138.853,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-03","Mar-2020",22951.035,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-04","Apr-2020",22671.564,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-05","Mag-2020",22778.71,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-06","Giu-2020",22698.295,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-07","Lug-2020",22923.077,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-08","Ago-2020",23189.592,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-01","Gen-2020",17995.964,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-02","Feb-2020",18024.856,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-03","Mar-2020",17936.488,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-04","Apr-2020",17642.765,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-05","Mag-2020",17648.394,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-06","Giu-2020",17591.898,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-07","Lug-2020",17740.771,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","9","totale","2020M10G1","01-Ott-2020","2020-08","Ago-2020",17757.172,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-01","Gen-2020",5264.5,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-02","Feb-2020",5263.698,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-03","Mar-2020",5209.715,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-04","Apr-2020",5155.943,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-05","Mag-2020",5134.986,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-06","Giu-2020",5167.138,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-07","Lug-2020",5105.726,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","2","indipendenti","9","totale","2020M10G1","01-Ott-2020","2020-08","Ago-2020",5172.224,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-01","Gen-2020",23260.464,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-02","Feb-2020",23288.554,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-03","Mar-2020",23146.203,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-04","Apr-2020",22798.708,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-05","Mag-2020",22783.38,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-06","Giu-2020",22759.036,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-07","Lug-2020",22846.497,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","9","totale","9","totale","2020M10G1","01-Ott-2020","2020-08","Ago-2020",22929.396,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-01","Gen-2020",2840.172,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-02","Feb-2020",2852.185,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-03","Mar-2020",2608.108,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-04","Apr-2020",2362.909,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-05","Mag-2020",2355.518,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-06","Giu-2020",2655.432,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-07","Lug-2020",2675.631,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-08","Ago-2020",2713.489,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-09","Set-2020",2850.198,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-01","Gen-2020",2952.489,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-02","Feb-2020",2927.445,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-03","Mar-2020",2784.599,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-04","Apr-2020",2654.497,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-05","Mag-2020",2593.023,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-06","Giu-2020",2605.772,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-07","Lug-2020",2626.368,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-08","Ago-2020",2632.889,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","1","tempo determinato","2020M10G30","30-Ott-2020","2020-09","Set-2020",2632.216,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-01","Gen-2020",15047.005,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-02","Feb-2020",14964.593,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-03","Mar-2020",15173.093,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-04","Apr-2020",15190.422,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-05","Mag-2020",15196.004,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-06","Giu-2020",14915.081,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-07","Lug-2020",15199.312,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-08","Ago-2020",15163.775,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","N","dati grezzi","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-09","Set-2020",15056.128,"p","dato provvisorio"
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-01","Gen-2020",15042.674,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-02","Feb-2020",15092.089,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-03","Mar-2020",15148.882,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-04","Apr-2020",15032.57,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-05","Mag-2020",15057.422,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-06","Giu-2020",14984.515,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-07","Lug-2020",15124.205,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-08","Ago-2020",15138.253,,
"IT","Italia","EMP","occupati 15 anni e oltre (migliaia)","Y","dati destagionalizzati","Y_GE15","15 anni e più","1","dipendenti","2","tempo indeterminato","2020M10G30","30-Ott-2020","2020-09","Set-2020",15159.765,,
